"odd_objectif","indicateur_nombre","indicateur_nom","cible_nom","année_courante","valeure_courante","unité_calcul","statut_progrès"
"12","12.1.1","Nombre de pays élaborant, adoptant ou mettant en œuvre des politiques d’appui à la transition vers des modes de consommation et de production durables","Mettre en œuvre le Cadre décennal de programmation concernant les modes de consommation et de production durables avec la participation de tous les pays, les pays développés montrant l’exemple en la matière, compte tenu du degré de développement et des capacités des pays en développement",NA,NA,NA,"Non disponible"
"12","12.2.1","Empreinte matérielle, empreinte matérielle par habitant et empreinte matérielle par unité de PIB","D’ici à 2030, parvenir à une gestion durable et à une utilisation rationnelle des ressources naturelles",NA,NA,"Tonnes (million)","Non disponible"
"12","12.2.2","Consommation matérielle nationale, consommation matérielle nationale par habitant et consommation matérielle nationale par unité de PIB","D’ici à 2030, parvenir à une gestion durable et à une utilisation rationnelle des ressources naturelles",NA,NA,"Tonnes (million)","Non disponible"
"12","12.3.1","a) Indice des pertes alimentaires ; b) indice du gaspillage alimentaire","D’ici à 2030, réduire de moitié à l’échelle mondiale le volume de déchets alimentaires par habitant, au niveau de la distribution comme de la consommation, et diminuer les pertes de produits alimentaires tout au long des chaînes de production et d’approvisionnement, y compris les pertes après récolte",NA,NA,NA,"Non disponible"
"12","12.4.1","Nombre de parties aux accords internationaux multilatéraux sur l’environnement relatifs aux substances chimiques et autres déchets dangereux ayant satisfait à leurs engagements et obligations en communiquant les informations requises par chaque accord.","D’ici à 2020, parvenir à une gestion écologiquement rationnelle des produits chimiques et de tous les déchets tout au long de leur cycle de vie, conformément aux principes directeurs arrêtés à l’échelle internationale, et réduire nettement leur déversement dans l’air, l’eau et le sol, afin de minimiser leurs effets négatifs sur la santé et l’environnement.",NA,NA,NA,"Non disponible"
"12","12.4.2","Proportion des ménages ayant des déchets ménagers dangereux, par type de traitement","D'ici à 2020, parvenir à une gestion écologiquement rationnelle des produits chimiques et de tous les déchets tout au long de leur cycle de vie, conformément aux principes directeurs arrêtés à l'échelle internationale, et réduire nettement leur déversement dans l'air, l'eau et le sol, afin de minimiser leurs effets négatifs sur la santé et l'environnement",NA,NA,"Percentage (%)","Non disponible"
"12","12.5.1","Total des matières résiduelles récupérées par habitant","D’ici à 2030, réduire nettement la production de déchets par la prévention, la réduction, le recyclage et la réutilisation",2023,245.71,"Kilograms","Détérioration"
"12","12.6.1","Nombre d’entreprises qui publient des rapports sur le développement durable","Encourager les entreprises, en particulier les grandes entreprises et les sociétés transnationales, à adopter des pratiques viables et à intégrer dans les rapports qu’elles établissent des informations sur la viabilité",NA,NA,NA,"Non disponible"
"12","12.7.1","Degré de mise en œuvre des politiques et plans d’action relatifs aux pratiques durables de passation des marchés publics","Promouvoir des pratiques durables dans le cadre de la passation des marchés publics, conformément aux politiques et priorités nationales",2022,55,"Index","Non disponible"
"12","12.8.1","Degré d’intégration de i) l’éducation à la citoyenneté mondiale et ii) l’éducation au développement durable dans a) les politiques nationales d’éducation, b) les programmes d’enseignement, c) la formation des enseignants et d) l’évaluation des étudiants","D’ici à 2030, faire en sorte que toutes les personnes, partout dans le monde, aient les informations et connaissances nécessaires au développement durable et à un style de vie en harmonie avec la nature",2020,0.88,"Index","Non disponible"
"12","12.a.1","Puissance installée du parc d’énergie renouvelable dans les pays en développement (en watts par habitant)","Aider les pays en développement à se doter des moyens scientifiques et technologiques qui leur permettent de s’orienter vers des modes de consommation et de production plus durables",NA,NA,NA,"Non disponible"
"12","12.b.1","Application des outils comptables usuels au suivi des aspects économiques et écologiques du tourisme durable","Mettre au point et utiliser des outils de contrôle de l’impact sur le développement durable d’un tourisme durable créateur d’emplois et valorisant la culture et les produits locaux",2021,6,"Number of tables compiled","Détérioration"
"12","12.c.1","Montant des subventions aux combustibles fossiles par unité de PIB (production et consommation)","Rationaliser les subventions aux combustibles fossiles qui sont source de gaspillage, grâce à l’élimination des distorsions du marché, eu égard au contexte national, y compris au moyen de la restructuration de la fiscalité et de la suppression progressive des subventions préjudiciables qui sont en place, en mettant en évidence leur impact sur l’environnement, en tenant pleinement compte des besoins et de la situation propres aux pays en développement et en réduisant au minimum les éventuels effets négatifs sur le développement de ces pays tout en protégeant les pauvres et les populations concernées.",NA,NA,NA,"Non disponible"
"13","13.1.1","Nombre de personnes décédées, disparues ou directement touchées lors de catastrophes, pour 100 000 personnes","Renforcer, dans tous les pays, la résilience et les capacités d’adaptation face aux aléas climatiques et aux catastrophes naturelles liées au climat",2020,35.38,NA,"Sur la bonne voie"
"13","13.1.2","Stratégies nationales de réduction des risques de catastrophe conformes au Cadre d'action de Sendai pour la réduction des risques de catastrophe (2015-2030) qui ont été adoptées et implémentées","Renforcer, dans tous les pays, la résilience et les capacités d’adaptation face aux aléas climatiques et aux catastrophes naturelles liées au climat",NA,NA,NA,"Cible atteinte"
"13","13.1.3","Administrations locales ayant adopté et mis en place des stratégies locales de réduction des risques de catastrophe, conformément aux stratégies suivies à l’échelle nationale","Renforcer, dans tous les pays, la résilience et les capacités d’adaptation face aux aléas climatiques et aux catastrophes naturelles liées au climat",NA,NA,NA,"Cible atteinte"
"13","13.2.1","Nombre de pays ayant prévu des contributions déterminées au niveau national, des stratégies à long terme, des plans nationaux d’adaptation ou des stratégies, tel qu’il ressort des communications relatives à l’adaptation et des communications nationales","Incorporer des mesures relatives aux changements climatiques dans les politiques, les stratégies et la planification nationales",NA,NA,NA,"Non disponible"
"13","13.2.2","Total des émissions annuelles de gaz à effet de serre","Incorporer des mesures relatives aux changements climatiques dans les politiques, les stratégies et la planification nationales",NA,NA,"Megatonnes of carbon dioxide equivalent (Mt CO2 eq)","Non disponible"
"13","13.3.1","Degré d’intégration de i) l’éducation à la citoyenneté mondiale et ii) l’éducation au développement durable dans a) les politiques nationales d’éducation, b) les programmes d’enseignement, c) la formation des enseignants et d) l’évaluation des étudiants","Améliorer l’éducation, la sensibilisation et les capacités individuelles et institutionnelles en ce qui concerne l’adaptation aux changements climatiques, l’atténuation de leurs effets et la réduction de leur impact et les systèmes d’alerte rapide",2020,0.88,"Index","Non disponible"
"13","13.a.1","Montant (en dollars des États-Unis) des ressources fournies et mobilisées par année relativement à l’objectif collectif actuel de mobilisation, soit 100 milliards de dollars jusqu’en 2025","Mettre en œuvre l’engagement que les pays développés parties à la Convention-cadre des Nations Unies sur les changements climatiques ont pris de mobiliser ensemble auprès de multiples sources 100 milliards de dollars par an d’ici à 2020 pour répondre aux besoins des pays en développement en ce qui concerne les mesures concrètes d’atténuation et la transparence de leur mise en œuvre et rendre le Fonds vert pour le climat pleinement opérationnel en le dotant dans les plus brefs délais des moyens financiers nécessaires",2020,763.41,"US dollar (millions)","Sur la bonne voie"
"13","13.b.1","Nombre de pays les moins avancés et de petits États insulaires en développement ayant prévu des contributions déterminées au niveau national, des stratégies à long terme, des plans nationaux d’adaptation ou des stratégies, tel qu’il ressort des communications relatives à l’adaptation et des communications nationales","Promouvoir des mécanismes de renforcement des capacités afin que les pays les moins avancés et les petits États insulaires en développement se dotent de moyens efficaces de planification et de gestion pour faire face aux changements climatiques, l’accent étant mis, notamment, sur les femmes, les jeunes, la population locale et les groupes marginalisés",NA,NA,NA,"Non disponible"
"14","14.1.1","a) Indicateur du potentiel d’eutrophisation côtière (ICEP) et b) densité des débris de plastiques","D’ici à 2025, prévenir et réduire nettement la pollution marine de tous types, en particulier celle résultant des activités terrestres, y compris les déchets en mer et la pollution par les nutriments",NA,NA,NA,"Non disponible"
"14","14.2.1","Nombre de pays appliquant des approches écosystémiques à la gestion des zones marines","D’ici à 2020, gérer et protéger durablement les écosystèmes marins et côtiers, notamment en renforçant leur résilience, afin d’éviter les graves conséquences de leur dégradation et prendre des mesures en faveur de leur restauration pour rétablir la santé et la productivité des océans",NA,NA,NA,"Non disponible"
"14","14.3.1","Acidité moyenne des mers (pH) mesurée à plusieurs points de prélèvement représentatifs","Réduire au maximum l’acidification des océans et lutter contre ses effets, notamment en renforçant la coopération scientifique à tous les niveaux",NA,NA,NA,"Non disponible"
"14","14.4.1","Proportion de stocks de poissons dont le niveau est biologiquement viable","D’ici à 2020, réglementer efficacement la pêche, mettre un terme à la surpêche, à la pêche illicite, non déclarée et non réglementée et aux pratiques de pêche destructrices et exécuter des plans de gestion fondés sur des données scientifiques, l’objectif étant de rétablir les stocks de poissons le plus rapidement possible, au moins à des niveaux permettant d’obtenir un rendement constant maximal compte tenu des caractéristiques biologiques",2023,97.49,"Percentage (%)","Des progrès ont été réalisés, mais une accélération est nécessaire"
"14","14.5.1","Surface des aires marines protégées, en proportion de la surface totale","D’ici à 2020, préserver au moins 10 pour cent des zones marines et côtières, conformément au droit national et international et compte tenu des meilleures informations scientifiques disponibles",2023,14.7,"Percentage (%)","Cible atteinte"
"14","14.6.1","État d’avancement de la mise en œuvre des instruments
internationaux visant à combattre la pêche illicite, non déclarée et non réglementée","D’ici à 2020, interdire les subventions à la pêche qui
contribuent à la surcapacité et à la surpêche, supprimer celles qui favorisent la
pêche illicite, non déclarée et non réglementée et s’abstenir d’en accorder de nouvelles,
sachant que l’octroi d’un traitement spécial et différencié efficace et approprié
aux pays en développement et aux pays les moins avancés doit faire partie intégrante
des négociations sur les subventions à la pêche menées dans le cadre de l’Organisation
mondiale du commerce.",NA,NA,NA,"Non disponible"
"14","14.7.1","Proportion du PIB correspondant aux activités de pêche viables dans les petits États insulaires en développement, les pays les moins avancés et tous les pays","D’ici à 2030, faire bénéficier plus largement les petits États insulaires en développement et les pays les moins avancés des retombées économiques de l’exploitation durable des ressources marines, notamment grâce à une gestion durable des pêches, de l’aquaculture et du tourisme",NA,NA,NA,"Non disponible"
"14","14.a.1","Proportion du budget total de la recherche allouée à la recherche sur les techniques marines","Approfondir les connaissances scientifiques, renforcer les moyens de recherche et transférer les techniques marines, conformément aux Critères et principes directeurs de la Commission océanographique intergouvernementale concernant le transfert de techniques marines, l’objectif étant d’améliorer la santé des océans et de renforcer la contribution de la biodiversité marine au développement des pays en développement, en particulier des petits États insulaires en développement et des pays les moins avancés",NA,NA,NA,"Non disponible"
"14","14.b.1","État d’avancement de la mise en œuvre d’un
cadre juridique, réglementaire, politique ou institutionnel reconnaissant et protégeant
les droits d’accès des petits pêcheurs","Garantir aux petits pêcheurs l’accès aux ressources marines
et aux marchés",NA,NA,NA,"Non disponible"
"14","14.c.1","Nombre de pays progressant dans la ratification, l’acceptation et la mise en œuvre, au moyen de cadres juridiques, opérationnels et institutionnels, des instruments relatifs aux océans visant à donner effet aux dispositions du droit international énoncées dans la Convention des Nations Unies sur le droit de la mer qui concernent la conservation et de l’utilisation durable des océans et de leurs ressources","Améliorer la conservation et l’utilisation durable des océans et de leurs ressources en application des dispositions du droit international, énoncées dans la Convention des Nations Unies sur le droit de la mer, qui fournit le cadre juridique requis pour la conservation et l’utilisation durable des océans et de leurs ressources, comme il est rappelé au paragraphe 158 de « L’avenir que nous voulons »",NA,NA,NA,"Non disponible"
"15","15.1.1","Surface des zones forestières, en proportion de la surface terrestre","D’ici à 2020, garantir la préservation, la restauration et l’exploitation durable des écosystèmes terrestres et des écosystèmes d’eau douce et des services connexes, en particulier des forêts, des zones humides, des montagnes et des zones arides, conformément aux obligations découlant des accords internationaux",NA,NA,"Percentage (%)","Non disponible"
"15","15.1.2","Proportion des sites importants pour la biodiversité terrestre et la biodiversité des eaux douces qui se trouvent dans des aires protégées (par type d’écosystème)","D’ici à 2020, garantir la préservation, la restauration et l’exploitation durable des écosystèmes terrestres et des écosystèmes d’eau douce et des services connexes, en particulier des forêts, des zones humides, des montagnes et des zones arides, conformément aux obligations découlant des accords internationaux",2023,29.2,"Percentage (%)","Progrès limités"
"15","15.2.1","Progrès vers la gestion durable des forêts","D’ici à 2020, promouvoir la gestion durable de tous les types de forêt, mettre un terme à la déforestation, restaurer les forêts dégradées et accroître nettement le boisement et le reboisement au niveau mondial",2020,90.43,"Percentage (%)","Progrès limités"
"15","15.3.1","Surface des terres dégradées, en proportion de la surface terrestre","D’ici à 2030, lutter contre la désertification, restaurer les terres et sols dégradés, notamment les terres touchées par la désertification, la sécheresse et les inondations, et s’efforcer de parvenir à un monde sans dégradation des terres",2019,11.72,"Percentage (%)","Détérioration"
"15","15.4.1","Sites importants pour la biodiversité des montagnes qui se trouvent dans des aires protégées","D’ici à 2030, assurer la préservation des écosystèmes montagneux, notamment de leur biodiversité, afin de mieux tirer parti de leurs bienfaits essentiels pour le développement durable",2023,34.94,"Percentage (%)","Progrès limités"
"15","15.4.2","Indice de couvert végétal montagneux","D’ici à 2030, assurer la préservation des écosystèmes montagneux, notamment de leur biodiversité, afin de mieux tirer parti de leurs bienfaits essentiels pour le développement durable",NA,NA,NA,"Non disponible"
"15","15.5.1","Indice des espèces canadiennes","Prendre d’urgence des mesures énergiques pour réduire la dégradation du milieu naturel, mettre un terme à l’appauvrissement de la biodiversité et, d’ici à 2020, protéger les espèces menacées et prévenir leur extinction",NA,NA,"Cumulative percentage change since 1970","Non disponible"
"15","15.6.1","Les cadres législatifs, administratifs et politiques du Canada pour assurer un partage juste et équitable des bénéfices","Favoriser le partage juste et équitable des bénéfices découlant de l’utilisation des ressources génétiques et promouvoir un accès approprié à celles-ci, ainsi que cela a été décidé à l’échelle internationale",NA,NA,NA,"Non disponible"
"15","15.7.1","Proportion du braconnage et du trafic illicite dans le commerce des espèces de faune et de flore sauvages","Prendre d’urgence des mesures pour mettre un terme au braconnage et au trafic d’espèces végétales et animales protégées et s’attaquer au problème sous l’angle de l’offre et de la demande",NA,NA,NA,"Non disponible"
"15","15.8.1","L'adoption d'une législation nationale et l'affectation de ressources adéquates à la prévention et au contrôle des espèces exotiques envahissantes par le Canada","Proportion de pays ayant adopté une législation nationale pertinente et allouant des ressources suffisantes à la prévention ou au contrôle des espèces exotiques envahissantes",NA,NA,NA,"Cible atteinte"
"15","15.9.1","a) Nombre de pays qui ont établi des objectifs nationaux conformément ou de manière semblable à l’objectif 2 d’Aichi pour la biodiversité du Plan stratégique pour la diversité biologique 2011-2020 dans leurs stratégies et plans d’action nationaux pour la biodiversité et progrès accomplis dans la réalisation de ces objectifs, et b) intégration de la biodiversité aux systèmes de comptabilité et d’information financière, définie comme la mise en œuvre du Système de comptabilité environnementale et économique","D’ici à 2020, intégrer la protection des écosystèmes et de la biodiversité dans la planification nationale, dans les mécanismes de développement, dans les stratégies de réduction de la pauvreté et dans la comptabilité",NA,NA,NA,"Non disponible"
"15","15.a.1","a) Aide publique au développement consacrée à la préservation et à l’exploitation durable de la biodiversité et b) produits générés et fonds mobilisés par les instruments économiques en rapport avec la biodiversité","Mobiliser des ressources financières de toutes provenances et les augmenter nettement pour préserver la biodiversité et les écosystèmes et les exploiter durablement",2023,34.85,NA,"Sur la bonne voie"
"15","15.b.1","a) Aide publique au développement consacrée à la préservation et à l’exploitation durable de la biodiversité et b) produits générés et fonds mobilisés par les instruments économiques en rapport avec la biodiversité","Mobiliser d’importantes ressources de toutes provenances et à tous les niveaux pour financer la gestion durable des forêts et inciter les pays en développement à privilégier ce type de gestion, notamment aux fins de la préservation des forêts et du reboisement",2023,34.85,NA,"Sur la bonne voie"
"15","15.c.1","Proportion du braconnage et du trafic illicite dans le commerce des espèces de faune et de flore sauvages","Apporter, à l’échelon mondial, un soutien accru à l’action menée pour lutter contre le braconnage et le trafic d’espèces protégées, notamment en donnant aux populations locales d’autres moyens d’assurer durablement leur subsistance",NA,NA,NA,"Non disponible"
"16","16.1.1","Nombre de victimes d’homicide volontaire pour 100 000 habitants, par sexe et âge","Réduire nettement, partout dans le monde, toutes les formes de violence et les taux de mortalité qui y sont associés",2024,1.91,"Rate per 100,000 population","Détérioration"
"16","16.1.2","Nombre de décès liés à des conflits pour 100 000 habitants, par sexe, âge et cause","Réduire nettement, partout dans le monde, toutes les formes de violence et les taux de mortalité qui y sont associés",NA,NA,NA,"Non disponible"
"16","16.1.3","Proportion de la population victime de violences a) physiques, b) psychologiques ou c) sexuelles au cours des 12 mois précédents","Réduire nettement, partout dans le monde, toutes les formes de violence et les taux de mortalité qui y sont associés",2019,46,"Rate per 1,000 population","Progrès limités"
"16","16.1.4","Nombre de personnes considérant qu’il n’y a pas de danger à se déplacer seules à pied dans leur zone de résidence, en proportion de la population totale","Réduire nettement, partout dans le monde, toutes les formes de violence et les taux de mortalité qui y sont associés",2022,79,"Percentage (%)","Progrès limités"
"16","16.2.1","Proportion de la population âgée de 15 et plus ayant subi des agressions physiques ou sexuelles avant l'âge de 15 ans","Mettre un terme à la maltraitance, à l’exploitation et à la traite, et à toutes les formes de violence et de torture dont sont victimes les enfants",2018,27.04,"Percentage (%)","Non disponible"
"16","16.2.2","Nombre d'incidents liés à la traite des êtres humains signalés pour 100 000 habitants","Mettre un terme à la maltraitance, à l’exploitation et à la traite, et à toutes les formes de violence et de torture dont sont victimes les enfants",2024,1.47,"Rate per 100,000 population","Détérioration"
"16","16.2.3","Proportion de jeunes femmes et hommes ayant été victimes de violences sexuelles avant l’âge de 15 ans","Mettre un terme à la maltraitance, à l’exploitation et à la traite, et à toutes les formes de violence et de torture dont sont victimes les enfants",2018,3.14,"Percentage (%)","Non disponible"
"16","16.3.1","Proportion des personnes victimes de violence (a) physique, (b) psychologique et/ou (c) sexuelle au cours des 12 mois précédents ayant signalé les faits aux autorités compétentes ou recouru à d’autres mécanismes de règlement des différends officiellement reconnus","Promouvoir l'état de droit dans l'ordre interne et international et garantir à tous un égal accès à la justice",2019,36,"Percentage (%)","Progrès limités"
"16","16.3.2","Proportion de la population carcérale en instance de jugement","Promouvoir l’état de droit dans l’ordre interne et international et garantir à tous un égal accès à la justice",2023,49.86,"Percentage (%)","Détérioration"
"16","16.3.3","Proportion de la population ayant connu un différend au cours des trois dernières années, avec saisine d’un mécanisme formel ou informel de règlement des différends","Promouvoir l’état de droit dans l’ordre interne et international et garantir à tous un égal accès à la justice",2018,65.9,"Percentage (%)","Non disponible"
"16","16.4.1","Valeur totale des flux financiers illicites entrants et sortants (en dollars des États-Unis courants)","D’ici à 2030, réduire nettement les flux financiers illicites et le trafic d’armes, renforcer les activités de récupération et de restitution des biens volés et lutter contre toutes les formes de criminalité organisée",NA,NA,NA,"Non disponible"
"16","16.4.2","Proportion des armes saisies, trouvées ou rendues volontairement dont la provenance ou l’utilisation illicite a été retracée ou établie par des autorités compétentes, conformément aux instruments internationaux","D’ici à 2030, réduire nettement les flux financiers illicites et le trafic d’armes, renforcer les activités de récupération et de restitution des biens volés et lutter contre toutes les formes de criminalité organisée",NA,NA,NA,"Non disponible"
"16","16.5.1","Proportion de personnes ayant eu, au moins une fois, affaire à un agent public auquel elles ont versé un pot-de-vin ou qui leur a demandé un pot-de-vin au cours des 12 mois précédents","Réduire nettement la corruption et la pratique des pots-de-vin sous toutes leurs formes",NA,NA,NA,"Non disponible"
"16","16.5.2","Proportion d’entreprises ayant eu au moins une fois affaire à un agent public auquel elles ont versé un pot-de-vin ou qui leur a demandé un pot-de-vin au cours des 12 mois précédents","Réduire nettement la corruption et la pratique des pots-de-vin sous toutes leurs formes",NA,NA,NA,"Non disponible"
"16","16.6.1","Dépenses publiques primaires en proportion du budget initial approuvé, par secteur (ou par code budgétaire ou autre critère similaire)","Mettre en place des institutions efficaces, responsables et transparentes à tous les niveaux",2023,109.7,"Percentage (%)","Détérioration"
"16","16.6.2","Proportion de la population dont la dernière expérience avec les services publics a été satisfaisante","Mettre en place des institutions efficaces, responsables et transparentes à tous les niveaux",NA,NA,NA,"Non disponible"
"16","16.7.1","Répartition des postes dans les institutions nationales et locales, y compris : a) les organes législatifs ; b) la fonction publique ; et c) les organes judiciaires, par rapport à la répartition nationale, par sexe, âge, situation au regard du handicap et groupe de population","Faire en sorte que le dynamisme, l’ouverture, la participation et la représentation à tous les niveaux caractérisent la prise de décisions",NA,NA,NA,"Non disponible"
"16","16.7.2","Proportion de la population ayant une grande confiance envers certaines institutions gouvernementales","Faire en sorte que le dynamisme, l’ouverture, la participation et la représentation à tous les niveaux caractérisent la prise de décisions",2020,44.4,"Percentage (%)","Non disponible"
"16","16.8.1","Proportion de pays en développement qui sont membres d’organisations internationales et y disposent du droit de vote","Élargir et renforcer la participation des pays en développement aux institutions chargées de la gouvernance au niveau mondial",NA,NA,NA,"Non disponible"
"16","16.9.1","Proportion d’enfants de moins de 5 ans ayant été enregistrés par une autorité d’état civil, par âge","D’ici à 2030, garantir à tous une identité juridique, notamment grâce à l’enregistrement des naissances",NA,NA,"Percentage (%)","Cible atteinte"
"16","16.10.1","Nombre de cas avérés de meurtres, d’enlèvements, de disparitions forcées, de détentions arbitraires et d’actes de torture dont ont été victimes des journalistes, des personnes travaillant dans les médias, des syndicalistes et des défenseurs des droits de l’homme au cours des 12 mois précédents","Garantir l’accès public à l’information et protéger les libertés fondamentales, conformément à la législation nationale et aux accords internationaux",NA,NA,NA,"Non disponible"
"16","16.10.2","L'adoption et la mise en œuvre des dispositions constitutionnelles, réglementaires et politiques pour garantir l'accès public à l'information au Canada","Garantir l’accès public à l’information et protéger les libertés fondamentales, conformément à la législation nationale et aux accords internationaux",2023,7.5,"Score","Détérioration"
"16","16.a.1","Existence d’institutions nationales des droits de l’homme indépendantes et conformes aux Principes de Paris","Appuyer, notamment dans le cadre de la coopération internationale, les institutions nationales chargées de renforcer, à tous les niveaux, les moyens de prévenir la violence et de lutter contre le terrorisme et la criminalité, en particulier dans les pays en développement",NA,NA,NA,"Cible atteinte"
"16","16.b.1","Proportion de la population déclarant avoir été victime de discrimination ou de traitement injuste au cours des 5 dernières années","Promouvoir et appliquer des lois et politiques non discriminatoires pour le développement durable",2024,35.9,"Percentage (%)","Non disponible"
"17","17.1.1","Total des recettes publiques en proportion du PIB, par source","Améliorer, notamment grâce à l’aide internationale aux pays en développement, la mobilisation de ressources nationales en vue de renforcer les capacités nationales de collecte de l’impôt et d’autres recettes",NA,NA,"Percentage (%)","Non disponible"
"17","17.1.2","Proportion du budget national financé par les impôts nationaux","Améliorer, notamment grâce à l’aide internationale aux pays en développement, la mobilisation de ressources nationales en vue de renforcer les capacités nationales de collecte de l’impôt et d’autres recettes",NA,NA,"Percentage (%)","Non disponible"
"17","17.2.1","Aide publique au développement nette, montant
  total et montant alloué aux pays les moins avancés, en proportion du revenu national
  brut (RNB) des pays donateurs membres du Comité d’aide au développement de l’Organisation
  de coopération et de développement économiques (OCDE)","Faire en sorte que les pays développés honorent tous leurs
  engagements en matière d’aide publique au développement, notamment celui pris par
  nombre d’entre eux de consacrer 0,7 pour cent de leur revenu national brut à l’aide
  aux pays en développement et entre 0,15 pour cent et 0,20 pour cent à l’aide aux
  pays les moins avancés, les bailleurs de fonds étant encouragés à envisager de se
  fixer pour objectif de consacrer au moins 0,20 pour cent de leur revenu national
  brut à l’aide aux pays les moins avancés",2022,0.1,NA,"Progrès limités"
"17","17.3.1","Ressources financières supplémentaires de diverses provenances mobilisées en faveur des pays en développement","Mobiliser des ressources financières supplémentaires de diverses provenances en faveur des pays en développement",NA,NA,NA,"Non disponible"
"17","17.3.2","IND Volume des envois de fonds de travailleurs migrants (en dollars des États-Unis) en proportion du PIB total","Mobiliser des ressources financières supplémentaires de diverses provenances en faveur des pays en développement",NA,NA,"Percentage (%)","Non disponible"
"17","17.4.1","Service de la dette en proportion des exportations de biens et services","Aider les pays en développement à assurer la viabilité à long terme de leur dette au moyen de politiques concertées visant à favoriser le financement de la dette, son allégement ou sa restructuration, selon le cas, et réduire le surendettement en réglant le problème de la dette extérieure des pays pauvres très endettés",NA,NA,NA,"Non disponible"
"17","17.5.1","Nombre de pays qui adoptent et mettent en œuvre des dispositifs visant à encourager l’investissement en faveur des pays en développement, notamment les pays les moins avancés","Adopter et mettre en œuvre des dispositifs visant à encourager l’investissement en faveur des pays les moins avancés",NA,NA,NA,"Non disponible"
"17","17.6.1","Abonnements à une connexion à haut débit fixe pour 100 habitants, par vitesse de connexion","Renforcer l’accès à la science, à la technologie et à l’innovation et la coopération Nord-Sud et Sud-Sud et la coopération triangulaire régionale et internationale dans ces domaines et améliorer le partage des savoirs selon des modalités arrêtées d’un commun accord, notamment en coordonnant mieux les mécanismes existants, en particulier au niveau des organismes des Nations Unies, et dans le cadre d’un mécanisme mondial de facilitation des technologies",2024,96.4,NA,"Sur la bonne voie"
"17","17.7.1","Montant total des financements pour les pays en développement aux fins de la promotion de la mise au point, du transfert et de la diffusion de technologies respectueuses de l’environnement","Promouvoir la mise au point, le transfert et la diffusion de technologies respectueuses de l’environnement en faveur des pays en développement, à des conditions favorables, y compris privilégiées et préférentielles, arrêtées d’un commun accord",NA,NA,NA,"Non disponible"
"17","17.8.1","Proportion de la population utilisant Internet","Faire en sorte que la banque de technologies et le mécanisme de renforcement des capacités scientifiques et technologiques et des capacités d’innovation des pays les moins avancés soient pleinement opérationnels d’ici à 2017 et renforcer l’utilisation des technologies clefs, en particulier de l’informatique et des communications",2022,94.5,"Percentage (%)","Sur la bonne voie"
"17","17.9.1","Valeur en dollars de l’aide financière et technique promise aux pays en développement (notamment dans le cadre de la coopération Nord-Sud et Sud-Sud et de la coopération triangulaire)","Apporter, à l’échelon international, un soutien accru pour assurer le renforcement efficace et ciblé des capacités des pays en développement et appuyer ainsi les plans nationaux visant à atteindre tous les objectifs de développement durable, notamment dans le cadre de la coopération Nord-Sud et Sud-Sud et de la coopération triangulaire",NA,NA,NA,"Non disponible"
"17","17.10.1","Moyenne mondiale pondérée des taux de droits de douane","Promouvoir un système commercial multilatéral universel, réglementé, ouvert, non discriminatoire et équitable sous l’égide de l’Organisation mondiale du commerce, notamment grâce à la tenue de négociations dans le cadre du Programme de Doha pour le développement",NA,NA,NA,"Non disponible"
"17","17.11.1","Part des pays en développement et des pays les moins avancés dans les exportations mondiales","Accroître nettement les exportations des pays en développement, en particulier en vue de doubler la part des pays les moins avancés dans les exportations mondiales d’ici à 2020",NA,NA,NA,"Non disponible"
"17","17.12.1","Moyenne pondérée des droits de douane appliqués aux pays en développement, aux pays les moins avancés et aux petits États insulaires en développement","Permettre l’accès rapide de tous les pays les moins avancés aux marchés en franchise de droits et sans contingent, conformément aux décisions de l’Organisation mondiale du commerce, notamment en veillant à ce que les règles préférentielles applicables aux importations provenant des pays les moins avancés soient transparentes et simples et facilitent l’accès aux marchés",NA,NA,NA,"Non disponible"
"17","17.13.1","Tableau de bord macroéconomique","Renforcer la stabilité macroéconomique mondiale, notamment en favorisant la coordination et la cohérence des politiques",NA,NA,NA,"Non disponible"
"17","17.14.1","Nombre de pays ayant mis en place des mécanismes pour renforcer la cohérence des politiques de développement durable","Renforcer la cohérence des politiques de développement durable",NA,NA,NA,"Non disponible"
"17","17.15.1","Les cadres de résultats et outils de planification du Canada par les acteurs de la coopération au développement","Respecter la marge de manœuvre et l’autorité de chaque pays en ce qui concerne l’élaboration et l’application des politiques d’élimination de la pauvreté et de développement durable",NA,NA,NA,"Non disponible"
"17","17.16.1","Les cadres et la stratégie multipartite du Canada qui soutiennent et mesurent la réalisation des objectifs nationaux de développement durable","Renforcer le Partenariat mondial pour le développement durable, associé à des partenariats multipartites permettant de mobiliser et de partager des savoirs, des connaissances spécialisées, des technologies et des ressources financières, afin d’aider tous les pays, en particulier les pays en développement, atteindre les objectifs de développement durable",NA,NA,NA,"Cible atteinte"
"17","17.17.1","Montant (en dollars des États Unis) des ressources allouées aux partenariats public-privé pour l’infrastructure","Encourager et promouvoir les partenariats publics, les partenariats public-privé et les partenariats avec la société civile, en faisant fond sur l’expérience acquise et les stratégies de financement appliquées en la matière",NA,NA,NA,"Non disponible"
